Index,Co,Cr,Ti,Mo,W,VEC,delta,entropy,han,Tm(K),omiga,AN,Aw,CH,DS,DC,DV,EN,EC,EI,EM,MP,NC,QN,RC,RM,TM,TN,BM,Hv30
1930,0.15,0.3,0.3,0.2,0.05,5.85,6.164725238,12.29329554,-10.17,2246.25,2.715222724,29.95,67.17935,5.7105,7860,0.8575,1.48,1.8935,5.1525,682.48,21.735,55.95,3.4425,4.3,1.247,1.3848,2280.75,9.78,175.535,
1931,0.15,0.3,0.35,0.05,0.15,5.75,6.271888841,12.03494894,-11.14,2277.7,2.460682514,32.15,73.5667,5.8895,8478,0.86,1.5015,1.8745,5.262,689.645,21.975,55.6,3.5175,4.35,1.2495,1.3887,2315.45,11.535,172.875,
1932,0.15,0.3,0.35,0.1,0.1,5.75,6.274521078,12.25246319,-11.18,2238.05,2.452739289,30.55,69.1712,5.746,8027,0.859,1.4995,1.882,5.158,685.39,21.625,55.65,3.4725,4.3,1.249,1.3883,2275.8,10.745,170.385,
1933,0.15,0.3,0.35,0.15,0.05,5.75,6.277371194,12.03494894,-11.22,2198.4,2.358077696,28.95,64.7757,5.6025,7576,0.858,1.4975,1.8895,5.054,681.135,21.275,55.7,3.4275,4.25,1.2485,1.3879,2236.15,9.955,167.895,
1934,0.15,0.3,0.4,0.05,0.1,5.65,6.381370035,11.57575891,-12.17,2190.2,2.083256136,29.55,66.76755,5.638,7743,0.8595,1.517,1.878,5.0595,684.045,21.165,55.4,3.4575,4.25,1.2505,1.3914,2231.2,10.92,162.745,
1935,0.15,0.3,0.4,0.1,0.05,5.65,6.384032623,11.57575891,-12.19,2150.55,2.042186081,27.95,62.37205,5.4945,7292,0.8585,1.515,1.8855,4.9555,679.79,20.815,55.45,3.4125,4.2,1.25,1.391,2191.55,10.13,160.255,
1936,0.15,0.3,0.45,0.05,0.05,5.55,6.48504593,10.84695596,-13.08,2102.7,1.743722805,26.95,59.9684,5.3865,7008,0.859,1.5325,1.8815,4.857,678.445,20.355,55.2,3.3975,4.15,1.2515,1.3941,2146.95,10.305,152.615,
1937,0.15,0.35,0.05,0.05,0.4,6.35,5.526924317,10.958644,-2.52,2725.05,11.85033843,45.25,107.7689,7.1625,12285.5,0.859,1.4,1.864,6.237,717.385,26.135,56.9,3.8275,4.85,1.2375,1.3701,2745.8,14.46,226.105,
1938,0.15,0.35,0.05,0.1,0.35,6.35,5.529365366,11.63534829,-2.69,2685.4,11.61545141,43.65,103.3734,7.019,11834.5,0.858,1.398,1.8715,6.133,713.13,25.785,56.95,3.7825,4.8,1.237,1.3697,2706.15,13.67,223.615,
1939,0.15,0.35,0.05,0.15,0.3,6.35,5.532060272,12.03494894,-2.86,2645.75,11.13337978,42.05,98.9779,6.8755,11383.5,0.857,1.396,1.879,6.029,708.875,25.435,57,3.7375,4.75,1.2365,1.3693,2666.5,12.88,221.125,
1940,0.15,0.35,0.05,0.2,0.25,6.35,5.535009231,12.22368783,-3.03,2606.1,10.5135818,40.45,94.5824,6.732,10932.5,0.856,1.394,1.8865,5.925,704.62,25.085,57.05,3.6925,4.7,1.236,1.3689,2626.85,12.09,218.635,
1941,0.15,0.35,0.05,0.25,0.2,6.35,5.53821241,12.22368783,-3.2,2566.45,9.803588635,38.85,90.1869,6.5885,10481.5,0.855,1.392,1.894,5.821,700.365,24.735,57.1,3.6475,4.65,1.2355,1.3685,2587.2,11.3,216.145,
1942,0.15,0.35,0.05,0.3,0.15,6.35,5.541669937,12.03494894,-3.37,2526.8,9.023711865,37.25,85.7914,6.445,10030.5,0.854,1.39,1.9015,5.717,696.11,24.385,57.15,3.6025,4.6,1.235,1.3681,2547.55,10.51,213.655,
1943,0.15,0.35,0.05,0.35,0.1,6.35,5.545381908,11.63534829,-3.54,2487.15,8.174818217,35.65,81.3959,6.3015,9579.5,0.853,1.388,1.909,5.613,691.855,24.035,57.2,3.5575,4.55,1.2345,1.3677,2507.9,9.72,211.165,
1944,0.15,0.35,0.05,0.4,0.05,6.35,5.549348387,10.958644,-3.71,2447.5,7.229455849,34.05,77.0004,6.158,9128.5,0.852,1.386,1.9165,5.509,687.6,23.685,57.25,3.5125,4.5,1.234,1.3673,2468.25,8.93,208.675,
1945,0.15,0.35,0.1,0.05,0.35,6.25,5.693990285,11.63534829,-4.29,2637.55,7.153569434,42.65,100.96975,6.911,11550.5,0.8585,1.4155,1.8675,6.0345,711.785,25.325,56.7,3.7675,4.75,1.2385,1.3728,2661.55,13.845,215.975,
1946,0.15,0.35,0.1,0.1,0.3,6.25,5.696478344,12.25246319,-4.44,2597.9,7.169070751,41.05,96.57425,6.7675,11099.5,0.8575,1.4135,1.875,5.9305,707.53,24.975,56.75,3.7225,4.7,1.238,1.3724,2621.9,13.055,213.485,
1947,0.15,0.35,0.1,0.15,0.25,6.25,5.699212171,12.58245614,-4.59,2558.25,7.012868938,39.45,92.17875,6.624,10648.5,0.8565,1.4115,1.8825,5.8265,703.275,24.625,56.8,3.6775,4.65,1.2375,1.372,2582.25,12.265,210.995,
1948,0.15,0.35,0.1,0.2,0.2,6.25,5.702191964,12.6874917,-4.74,2518.6,6.741501392,37.85,87.78325,6.4805,10197.5,0.8555,1.4095,1.89,5.7225,699.02,24.275,56.85,3.6325,4.6,1.237,1.3716,2542.6,11.475,208.505,
1949,0.15,0.35,0.1,0.25,0.15,6.25,5.705417888,12.58245614,-4.89,2478.95,6.378584796,36.25,83.38775,6.337,9746.5,0.8545,1.4075,1.8975,5.6185,694.765,23.925,56.9,3.5875,4.55,1.2365,1.3712,2502.95,10.685,206.015,
1950,0.15,0.35,0.1,0.3,0.1,6.25,5.708890077,12.25246319,-5.04,2439.3,5.930046323,34.65,78.99225,6.1935,9295.5,0.8535,1.4055,1.905,5.5145,690.51,23.575,56.95,3.5425,4.5,1.236,1.3708,2463.3,9.895,203.525,
1951,0.15,0.35,0.1,0.35,0.05,6.25,5.712608635,11.63534829,-5.19,2399.65,5.37972322,33.05,74.59675,6.05,8844.5,0.8525,1.4035,1.9125,5.4105,686.255,23.225,57,3.4975,4.45,1.2355,1.3704,2423.65,9.105,201.035,
1952,0.15,0.35,0.15,0.05,0.3,6.15,5.851545459,12.03494894,-5.94,2550.05,5.166619789,40.05,94.1706,6.6595,10815.5,0.858,1.431,1.871,5.832,706.185,24.515,56.5,3.7075,4.65,1.2395,1.3755,2577.3,13.23,205.845,
1953,0.15,0.35,0.15,0.1,0.25,6.15,5.854078087,12.58245614,-6.07,2510.4,5.203788781,38.45,89.7751,6.516,10364.5,0.857,1.429,1.8785,5.728,701.93,24.165,56.55,3.6625,4.6,1.239,1.3751,2537.65,12.44,203.355,
1954,0.15,0.35,0.15,0.15,0.2,6.15,5.856849243,12.82874576,-6.2,2470.75,5.112358643,36.85,85.3796,6.3725,9913.5,0.856,1.427,1.886,5.624,697.675,23.815,56.6,3.6175,4.55,1.2385,1.3747,2498,11.65,200.865,
1955,0.15,0.35,0.15,0.2,0.15,6.15,5.859859124,12.82874576,-6.33,2431.1,4.927008502,35.25,80.9841,6.229,9462.5,0.855,1.425,1.8935,5.52,693.42,23.465,56.65,3.5725,4.5,1.238,1.3743,2458.35,10.86,198.375,
1956,0.15,0.35,0.15,0.25,0.1,6.15,5.863107893,12.58245614,-6.46,2391.45,4.657943458,33.65,76.5886,6.0855,9011.5,0.854,1.423,1.901,5.416,689.165,23.115,56.7,3.5275,4.45,1.2375,1.3739,2418.7,10.07,195.885,
1957,0.15,0.35,0.15,0.3,0.05,6.15,5.866595691,12.03494894,-6.59,2351.8,4.294960989,32.05,72.1931,5.942,8560.5,0.853,1.421,1.9085,5.312,684.91,22.765,56.75,3.4825,4.4,1.237,1.3735,2379.05,9.28,193.395,
1958,0.15,0.35,0.2,0.05,0.25,6.05,6.000378267,12.22368783,-7.47,2462.55,4.029644239,37.45,87.37145,6.408,10080.5,0.8575,1.4465,1.8745,5.6295,700.585,23.705,56.3,3.6475,4.55,1.2405,1.3782,2493.05,12.615,195.715,
1959,0.15,0.35,0.2,0.1,0.2,6.05,6.002953135,12.6874917,-7.58,2422.9,4.055478053,35.85,82.97595,6.2645,9629.5,0.8565,1.4445,1.882,5.5255,696.33,23.355,56.35,3.6025,4.5,1.24,1.3778,2453.4,11.825,193.225,
1960,0.15,0.35,0.2,0.15,0.15,6.05,6.005760008,12.82874576,-7.69,2383.25,3.975826831,34.25,78.58045,6.121,9178.5,0.8555,1.4425,1.8895,5.4215,692.075,23.005,56.4,3.5575,4.45,1.2395,1.3774,2413.75,11.035,190.735,
1961,0.15,0.35,0.2,0.2,0.1,6.05,6.008799078,12.6874917,-7.8,2343.6,3.812103276,32.65,74.18495,5.9775,8727.5,0.8545,1.4405,1.897,5.3175,687.82,22.655,56.45,3.5125,4.4,1.239,1.377,2374.1,10.245,188.245,
1962,0.15,0.35,0.2,0.25,0.05,6.05,6.012070513,12.22368783,-7.91,2303.95,3.560400199,31.05,69.78945,5.834,8276.5,0.8535,1.4385,1.9045,5.2135,683.565,22.305,56.5,3.4675,4.35,1.2385,1.3766,2334.45,9.455,185.755,
1963,0.15,0.35,0.25,0.05,0.2,5.95,6.141160865,12.22368783,-8.88,2375.05,3.269354705,34.85,80.5723,6.1565,9345.5,0.857,1.462,1.878,5.427,694.985,22.895,56.1,3.5875,4.45,1.2415,1.3809,2408.8,12,185.585,
1964,0.15,0.35,0.25,0.1,0.15,5.95,6.143775753,12.58245614,-8.97,2335.4,3.275927322,33.25,76.1768,6.013,8894.5,0.856,1.46,1.8855,5.323,690.73,22.545,56.15,3.5425,4.4,1.241,1.3805,2369.15,11.21,183.095,
1965,0.15,0.35,0.25,0.15,0.1,5.95,6.146616732,12.58245614,-9.06,2295.75,3.188319392,31.65,71.7813,5.8695,8443.5,0.855,1.458,1.893,5.219,686.475,22.195,56.2,3.4975,4.35,1.2405,1.3801,2329.5,10.42,180.605,
1966,0.15,0.35,0.25,0.2,0.05,5.95,6.149683995,12.22368783,-9.15,2256.1,3.013974001,30.05,67.3858,5.726,7992.5,0.854,1.456,1.9005,5.115,682.22,21.845,56.25,3.4525,4.3,1.24,1.3797,2289.85,9.63,178.115,
1967,0.15,0.35,0.3,0.05,0.15,5.85,6.27447198,12.03494894,-10.17,2287.55,2.707035148,32.25,73.77315,5.905,8610.5,0.8565,1.4775,1.8815,5.2245,689.385,22.085,55.9,3.5275,4.35,1.2425,1.3836,2324.55,11.385,175.455,
1968,0.15,0.35,0.3,0.1,0.1,5.85,6.277124767,12.25246319,-10.24,2247.9,2.689678908,30.65,69.37765,5.7615,8159.5,0.8555,1.4755,1.889,5.1205,685.13,21.735,55.95,3.4825,4.3,1.242,1.3832,2284.9,10.595,172.965,
1969,0.15,0.35,0.3,0.15,0.05,5.85,6.279998261,12.03494894,-10.31,2208.25,2.577708632,29.05,64.98215,5.618,7708.5,0.8545,1.4735,1.8965,5.0165,680.875,21.385,56,3.4375,4.25,1.2415,1.3828,2245.25,9.805,170.475,
1970,0.15,0.35,0.35,0.05,0.1,5.75,6.400814242,11.63534829,-11.34,2200.05,2.257349911,29.65,66.974,5.6535,7875.5,0.856,1.493,1.885,5.022,683.785,21.275,55.7,3.4675,4.25,1.2435,1.3863,2240.3,10.77,165.325,
1971,0.15,0.35,0.35,0.1,0.05,5.75,6.403502904,11.63534829,-11.39,2160.4,2.206936474,28.05,62.5785,5.51,7424.5,0.855,1.491,1.8925,4.918,679.53,20.925,55.75,3.4225,4.2,1.243,1.3859,2200.65,9.98,162.835,
1972,0.15,0.35,0.4,0.05,0.05,5.65,6.520627563,10.958644,-12.39,2112.55,1.868497449,27.05,60.17485,5.402,7140.5,0.8555,1.5085,1.8885,4.8195,678.185,20.465,55.5,3.4075,4.15,1.2445,1.389,2156.05,10.155,155.195,
1973,0.15,0.4,0.05,0.05,0.35,6.35,5.534635415,10.958644,-2.62,2647.4,11.07324967,42.75,101.1762,6.9265,11683,0.855,1.3915,1.8745,5.997,711.525,25.435,57,3.7775,4.75,1.2315,1.3677,2670.65,13.695,218.555,
1974,0.15,0.4,0.05,0.1,0.3,6.35,5.537093645,11.57575891,-2.8,2607.75,10.78095904,41.15,96.7807,6.783,11232,0.854,1.3895,1.882,5.893,707.27,25.085,57.05,3.7325,4.7,1.231,1.3673,2631,12.905,216.065,
1975,0.15,0.4,0.05,0.15,0.25,6.35,5.539808052,11.90575186,-2.98,2568.1,10.26012126,39.55,92.3852,6.6395,10781,0.853,1.3875,1.8895,5.789,703.015,24.735,57.1,3.6875,4.65,1.2305,1.3669,2591.35,12.115,213.575,
1976,0.15,0.4,0.05,0.2,0.2,6.35,5.542778839,12.01078742,-3.16,2528.45,9.610340332,37.95,87.9897,6.496,10330,0.852,1.3855,1.897,5.685,698.76,24.385,57.15,3.6425,4.6,1.23,1.3665,2551.7,11.325,211.085,
1977,0.15,0.4,0.05,0.25,0.15,6.35,5.546006171,11.90575186,-3.34,2488.8,8.871567434,36.35,83.5942,6.3525,9879,0.851,1.3835,1.9045,5.581,694.505,24.035,57.2,3.5975,4.55,1.2295,1.3661,2512.05,10.535,208.595,
1978,0.15,0.4,0.05,0.3,0.1,6.35,5.54949018,11.57575891,-3.52,2449.15,8.054196006,34.75,79.1987,6.209,9428,0.85,1.3815,1.912,5.477,690.25,23.685,57.25,3.5525,4.5,1.229,1.3657,2472.4,9.745,206.105,
1979,0.15,0.4,0.05,0.35,0.05,6.35,5.553230963,10.958644,-3.7,2409.5,7.136446683,33.15,74.8032,6.0655,8977,0.849,1.3795,1.9195,5.373,685.995,23.335,57.3,3.5075,4.45,1.2285,1.3653,2432.75,8.955,203.615,
1980,0.15,0.4,0.1,0.05,0.3,6.25,5.716980345,11.57575891,-4.41,2559.9,6.719452435,40.15,94.37705,6.675,10948,0.8545,1.407,1.878,5.7945,705.925,24.625,56.8,3.7175,4.65,1.2325,1.3704,2586.4,13.08,208.425,
1981,0.15,0.4,0.1,0.1,0.25,6.25,5.719490511,12.12326611,-4.57,2520.25,6.685702718,38.55,89.98155,6.5315,10497,0.8535,1.405,1.8855,5.6905,701.67,24.275,56.85,3.6725,4.6,1.232,1.37,2546.75,12.29,205.935,
1982,0.15,0.4,0.1,0.15,0.2,6.25,5.722248045,12.36955573,-4.73,2480.6,6.48708667,36.95,85.58605,6.388,10046,0.8525,1.403,1.893,5.5865,697.415,23.925,56.9,3.6275,4.55,1.2315,1.3696,2507.1,11.5,203.445,
1983,0.15,0.4,0.1,0.2,0.15,6.25,5.725253148,12.36955573,-4.89,2440.95,6.174533142,35.35,81.19055,6.2445,9595,0.8515,1.401,1.9005,5.4825,693.16,23.575,56.95,3.5825,4.5,1.231,1.3692,2467.45,10.71,200.955,
1984,0.15,0.4,0.1,0.25,0.1,6.25,5.728505987,12.12326611,-5.05,2401.3,5.764673053,33.75,76.79505,6.101,9144,0.8505,1.399,1.908,5.3785,688.905,23.225,57,3.5375,4.45,1.2305,1.3688,2427.8,9.92,198.465,
1985,0.15,0.4,0.1,0.3,0.05,6.25,5.732006699,11.57575891,-5.21,2361.65,5.247195976,32.15,72.39955,5.9575,8693,0.8495,1.397,1.9155,5.2745,684.65,22.875,57.05,3.4925,4.4,1.23,1.3684,2388.15,9.13,195.975,
1986,0.15,0.4,0.15,0.05,0.25,6.15,5.888835339,11.90575186,-6.08,2472.4,4.841411332,37.55,87.5779,6.4235,10213,0.854,1.4225,1.8815,5.592,700.325,23.815,56.6,3.6575,4.55,1.2335,1.3731,2502.15,12.465,198.295,
1987,0.15,0.4,0.15,0.1,0.2,6.15,5.891394779,12.36955573,-6.22,2432.75,4.837948023,35.95,83.1824,6.28,9762,0.853,1.4205,1.889,5.488,696.07,23.465,56.65,3.6125,4.5,1.233,1.3727,2462.5,11.675,195.805,
1988,0.15,0.4,0.15,0.15,0.15,6.15,5.894193749,12.51080979,-6.36,2393.1,4.70748725,34.35,78.7869,6.1365,9311,0.852,1.4185,1.8965,5.384,691.815,23.115,56.7,3.5675,4.45,1.2325,1.3723,2422.85,10.885,193.315,
1989,0.15,0.4,0.15,0.2,0.1,6.15,5.897232446,12.36955573,-6.5,2353.45,4.478635529,32.75,74.3914,5.993,8860,0.851,1.4165,1.904,5.28,687.56,22.765,56.75,3.5225,4.4,1.232,1.3719,2383.2,10.095,190.825,
1990,0.15,0.4,0.15,0.25,0.05,6.15,5.900511039,11.90575186,-6.64,2313.8,4.148724195,31.15,69.9959,5.8495,8409,0.85,1.4145,1.9115,5.176,683.305,22.415,56.8,3.4775,4.35,1.2315,1.3715,2343.55,9.305,188.335,
1991,0.15,0.4,0.2,0.05,0.2,6.05,6.051134249,12.01078742,-7.63,2384.9,3.754197499,34.95,80.77875,6.172,9478,0.8535,1.438,1.885,5.3895,694.725,23.005,56.4,3.5975,4.45,1.2345,1.3758,2417.9,11.85,188.165,
1992,0.15,0.4,0.2,0.1,0.15,6.05,6.053740432,12.36955573,-7.75,2345.25,3.743187171,33.35,76.38325,6.0285,9027,0.8525,1.436,1.8925,5.2855,690.47,22.655,56.45,3.5525,4.4,1.234,1.3754,2378.25,11.06,185.675,
1993,0.15,0.4,0.2,0.15,0.1,6.05,6.056579116,12.36955573,-7.87,2305.6,3.623792591,31.75,71.98775,5.885,8576,0.8515,1.434,1.9,5.1815,686.215,22.305,56.5,3.5075,4.35,1.2335,1.375,2338.6,10.27,183.185,
1994,0.15,0.4,0.2,0.2,0.05,6.05,6.059650496,12.01078742,-7.99,2265.95,3.406238267,30.15,67.59225,5.7415,8125,0.8505,1.432,1.9075,5.0775,681.96,21.955,56.55,3.4625,4.3,1.233,1.3746,2298.95,9.48,180.695,
1995,0.15,0.4,0.25,0.05,0.15,5.95,6.204665711,11.90575186,-9.06,2297.4,3.019014826,32.35,73.9796,5.9205,8743,0.853,1.4535,1.8885,5.187,689.125,22.195,56.2,3.5375,4.35,1.2355,1.3785,2333.65,11.235,178.035,
1996,0.15,0.4,0.25,0.1,0.1,5.95,6.207316227,12.12326611,-9.16,2257.75,2.988133632,30.75,69.5841,5.777,8292,0.852,1.4515,1.896,5.083,684.87,21.845,56.25,3.4925,4.3,1.235,1.3781,2294,10.445,175.545,
1997,0.15,0.4,0.25,0.15,0.05,5.95,6.210192902,11.90575186,-9.26,2218.1,2.851851858,29.15,65.1886,5.6335,7841,0.851,1.4495,1.9035,4.979,680.615,21.495,56.3,3.4475,4.25,1.2345,1.3777,2254.35,9.655,173.055,
1998,0.15,0.4,0.3,0.05,0.1,5.85,6.350103167,11.57575891,-10.37,2209.9,2.466853387,29.75,67.18045,5.669,8008,0.8525,1.469,1.892,4.9845,683.525,21.385,56,3.4775,4.25,1.2365,1.3812,2249.4,10.62,167.905,
1999,0.15,0.4,0.3,0.1,0.05,5.85,6.352795725,11.57575891,-10.45,2170.25,2.404046964,28.15,62.78495,5.5255,7557,0.8515,1.467,1.8995,4.8805,679.27,21.035,56.05,3.4325,4.2,1.236,1.3808,2209.75,9.83,165.415,
2000,0.15,0.4,0.35,0.05,0.05,5.75,6.488027313,10.958644,-11.56,2122.4,2.011991871,27.15,60.3813,5.4175,7273,0.852,1.4845,1.8955,4.782,677.925,20.575,55.8,3.4175,4.15,1.2375,1.3839,2165.15,10.005,157.775,
2001,0.15,0.45,0.05,0.05,0.3,6.35,5.491832584,10.84695596,-2.74,2569.75,10.17297995,40.25,94.5835,6.6905,11080.5,0.851,1.383,1.885,5.757,705.665,24.735,57.1,3.7275,4.65,1.2255,1.3653,2595.5,12.93,211.005,
2002,0.15,0.45,0.05,0.1,0.25,6.35,5.494292678,11.39446316,-2.93,2530.1,9.839293938,38.65,90.188,6.547,10629.5,0.85,1.381,1.8925,5.653,701.41,24.385,57.15,3.6825,4.6,1.225,1.3649,2555.85,12.14,208.515,
2003,0.15,0.45,0.05,0.15,0.2,6.35,5.497013656,11.64075278,-3.12,2490.45,9.291895113,37.05,85.7925,6.4035,10178.5,0.849,1.379,1.9,5.549,697.155,24.035,57.2,3.6375,4.55,1.2245,1.3645,2516.2,11.35,206.025,
2004,0.15,0.45,0.05,0.2,0.15,6.35,5.499995722,11.64075278,-3.31,2450.8,8.619080636,35.45,81.397,6.26,9727.5,0.848,1.377,1.9075,5.445,692.9,23.685,57.25,3.5925,4.5,1.224,1.3641,2476.55,10.56,203.535,
2005,0.15,0.45,0.05,0.25,0.1,6.35,5.503239043,11.39446316,-3.5,2411.15,7.84964567,33.85,77.0015,6.1165,9276.5,0.847,1.375,1.915,5.341,688.645,23.335,57.3,3.5475,4.45,1.2235,1.3637,2436.9,9.77,201.045,
2006,0.15,0.45,0.05,0.3,0.05,6.35,5.506743751,10.84695596,-3.69,2371.5,6.971153402,32.25,72.606,5.973,8825.5,0.846,1.373,1.9225,5.237,684.39,22.985,57.35,3.5025,4.4,1.223,1.3633,2397.25,8.98,198.555,
2007,0.15,0.45,0.1,0.05,0.25,6.25,5.691595627,11.39446316,-4.55,2482.25,6.216243116,37.65,87.78435,6.439,10345.5,0.8505,1.3985,1.8885,5.5545,700.065,23.925,56.9,3.6675,4.55,1.2265,1.368,2511.25,12.315,200.875,
2008,0.15,0.45,0.1,0.1,0.2,6.25,5.694113077,11.85826703,-4.72,2442.6,6.136653188,36.05,83.38885,6.2955,9894.5,0.8495,1.3965,1.896,5.4505,695.81,23.575,56.95,3.6225,4.5,1.226,1.3676,2471.6,11.525,198.385,
2009,0.15,0.45,0.1,0.15,0.15,6.25,5.696881613,11.99952109,-4.89,2402.95,5.896574479,34.45,78.99335,6.152,9443.5,0.8485,1.3945,1.9035,5.3465,691.555,23.225,57,3.5775,4.45,1.2255,1.3672,2431.95,10.735,195.895,
2010,0.15,0.45,0.1,0.2,0.1,6.25,5.699901437,11.85826703,-5.06,2363.3,5.538466892,32.85,74.59785,6.0085,8992.5,0.8475,1.3925,1.911,5.2425,687.3,22.875,57.05,3.5325,4.4,1.225,1.3668,2392.3,9.945,193.405,
2011,0.15,0.45,0.1,0.25,0.05,6.25,5.703172718,11.39446316,-5.23,2323.65,5.062475013,31.25,70.20235,5.865,8541.5,0.8465,1.3905,1.9185,5.1385,683.045,22.525,57.1,3.4875,4.35,1.2245,1.3664,2352.65,9.155,190.915,
2012,0.15,0.45,0.15,0.05,0.2,6.15,5.879583869,11.64075278,-6.24,2394.75,4.467418704,35.05,80.9852,6.1875,9610.5,0.85,1.414,1.892,5.352,694.465,23.115,56.7,3.6075,4.45,1.2275,1.3707,2427,11.7,190.745,
2013,0.15,0.45,0.15,0.1,0.15,6.15,5.882155758,11.99952109,-6.39,2355.1,4.422546497,33.45,76.5897,6.044,9159.5,0.849,1.412,1.8995,5.248,690.21,22.765,56.75,3.5625,4.4,1.227,1.3703,2387.35,10.91,188.255,
2014,0.15,0.45,0.15,0.15,0.1,6.15,5.884970082,11.99952109,-6.54,2315.45,4.248362555,31.85,72.1942,5.9005,8708.5,0.848,1.41,1.907,5.144,685.955,22.415,56.8,3.5175,4.35,1.2265,1.3699,2347.7,10.12,185.765,
2015,0.15,0.45,0.15,0.2,0.05,6.15,5.888027041,11.64075278,-6.69,2275.8,3.959943972,30.25,67.7987,5.757,8257.5,0.847,1.408,1.9145,5.04,681.7,22.065,56.85,3.4725,4.3,1.226,1.3695,2308.05,9.33,183.275,
2016,0.15,0.45,0.2,0.05,0.15,6.05,6.05693497,11.64075278,-7.81,2307.25,3.438940697,32.45,74.18605,5.936,8875.5,0.8495,1.4295,1.8955,5.1495,688.865,22.305,56.5,3.5475,4.35,1.2285,1.3734,2342.75,11.085,180.615,
2017,0.15,0.45,0.2,0.1,0.1,6.05,6.059558525,11.85826703,-7.94,2267.6,3.386625481,30.85,69.79055,5.7925,8424.5,0.8485,1.4275,1.903,5.0455,684.61,21.955,56.55,3.5025,4.3,1.228,1.373,2303.1,10.295,178.125,
2018,0.15,0.45,0.2,0.15,0.05,6.05,6.062416811,11.64075278,-8.07,2227.95,3.213756524,29.25,65.39505,5.649,7973.5,0.8475,1.4255,1.9105,4.9415,680.355,21.605,56.6,3.4575,4.25,1.2275,1.3726,2263.45,9.505,175.635,
2019,0.15,0.45,0.25,0.05,0.1,5.95,6.224597954,11.39446316,-9.26,2219.75,2.731410324,29.85,67.3869,5.6845,8140.5,0.849,1.445,1.899,4.947,683.265,21.495,56.3,3.4875,4.25,1.2295,1.3761,2258.5,10.47,170.485,
2020,0.15,0.45,0.25,0.1,0.05,5.95,6.227270543,11.39446316,-9.37,2180.1,2.651127976,28.25,62.9914,5.541,7689.5,0.848,1.443,1.9065,4.843,679.01,21.145,56.35,3.4425,4.2,1.229,1.3757,2218.85,9.68,167.995,
2021,0.15,0.45,0.3,0.05,0.05,5.85,6.383374666,10.84695596,-10.59,2132.25,2.183986954,27.25,60.58775,5.433,7405.5,0.8485,1.4605,1.9025,4.7445,677.665,20.685,56.1,3.4275,4.15,1.2305,1.3788,2174.25,9.855,160.355,
2022,0.15,0.5,0.05,0.05,0.25,6.35,5.395664397,10.6193758,-2.88,2492.1,9.189078626,37.75,87.9908,6.4545,10478,0.847,1.3745,1.8955,5.517,699.805,24.035,57.2,3.6775,4.55,1.2195,1.3629,2520.35,12.165,203.455,
2023,0.15,0.5,0.05,0.1,0.2,6.35,5.398110153,11.08317968,-3.08,2452.45,8.824981817,36.15,83.5953,6.311,10027,0.846,1.3725,1.903,5.413,695.55,23.685,57.25,3.6325,4.5,1.219,1.3625,2480.7,11.375,200.965,
2024,0.15,0.5,0.05,0.15,0.15,6.35,5.400824211,11.22443374,-3.28,2412.8,8.256802962,34.55,79.1998,6.1675,9576,0.845,1.3705,1.9105,5.309,691.295,23.335,57.3,3.5875,4.45,1.2185,1.3621,2441.05,10.585,198.475,
2025,0.15,0.5,0.05,0.2,0.1,6.35,5.40380678,11.08317968,-3.48,2373.15,7.558059726,32.95,74.8043,6.024,9125,0.844,1.3685,1.918,5.205,687.04,22.985,57.35,3.5425,4.4,1.218,1.3617,2401.4,9.795,195.985,
2026,0.15,0.5,0.05,0.25,0.05,6.35,5.407058027,10.6193758,-3.68,2333.5,6.733780826,31.35,70.4088,5.8805,8674,0.843,1.3665,1.9255,5.101,682.785,22.635,57.4,3.4975,4.35,1.2175,1.3613,2361.75,9.005,193.495,
2027,0.15,0.5,0.1,0.05,0.2,6.25,5.615610001,11.08317968,-4.71,2404.6,5.658304427,35.15,81.19165,6.203,9743,0.8465,1.39,1.899,5.3145,694.205,23.225,57,3.6175,4.45,1.2205,1.3656,2436.1,11.55,193.325,
2028,0.15,0.5,0.1,0.1,0.15,6.25,5.618119126,11.44194799,-4.89,2364.95,5.533667668,33.55,76.79615,6.0595,9292,0.8455,1.388,1.9065,5.2105,689.95,22.875,57.05,3.5725,4.4,1.22,1.3652,2396.45,10.76,190.835,
2029,0.15,0.5,0.1,0.15,0.1,6.25,5.620885394,11.44194799,-5.07,2325.3,5.247724193,31.95,72.40065,5.916,8841,0.8445,1.386,1.914,5.1065,685.695,22.525,57.1,3.5275,4.35,1.2195,1.3648,2356.8,9.97,188.345,
2030,0.15,0.5,0.1,0.2,0.05,6.25,5.623909012,11.08317968,-5.25,2285.65,4.825194215,30.35,68.00515,5.7725,8390,0.8435,1.384,1.9215,5.0025,681.44,22.175,57.15,3.4825,4.3,1.219,1.3644,2317.15,9.18,185.855,
2031,0.15,0.5,0.15,0.05,0.15,6.15,5.822068756,11.22443374,-6.42,2317.1,4.051111434,32.55,74.3925,5.9515,9008,0.846,1.4055,1.9025,5.112,688.605,22.415,56.8,3.5575,4.35,1.2215,1.3683,2351.85,10.935,183.195,
2032,0.15,0.5,0.15,0.1,0.1,6.15,5.824638033,11.44194799,-6.58,2277.45,3.960252955,30.95,69.997,5.808,8557,0.845,1.4035,1.91,5.008,684.35,22.065,56.85,3.5125,4.3,1.221,1.3679,2312.2,10.145,180.705,
